id,number,name,surname,patronymic,date_of_birth,nationality,authority,date_of_issue,date_of_expiry,tin,place_of_birth
415,006887385,Olha,Kovalchuk,Yaroslavivna,2005-05-09,ukrainian,1947,2023-04-16,2027-11-29,3475027383,Kuznetsovsk
416,006075138,Halyna,Oliinyk,Serhiyivna,2007-03-28,ukrainian,1978,2021-09-05,2026-06-02,4448602280,Mariupol
417,005063902,Hryhoriy,Bondarenko,Bohdanovych,2002-01-12,ukrainian,775,2023-11-05,2027-12-14,4029801027,Nizhyn
418,003848701,Volodymyr,Yermolenko,Anatoliyovych,2003-10-20,ukrainian,116,2022-01-18,2027-07-20,4414823689,Sumy
419,004805974,Yevhen,Shevchenko,Mykolaiovych,2003-04-19,ukrainian,1336,2022-09-11,2027-06-17,4390423637,Ivano-Frankove
420,004363378,Vira,Klymenko,Ostapivna,2003-09-05,ukrainian,1791,2023-07-30,2026-11-23,3647664008,Mariupol
421,003210726,Bohdan,Marchenko,Oleksiyovych,2000-12-08,ukrainian,1568,2022-09-03,2027-06-08,4530389221,Nizhyn
422,006578368,Iryna,Ovcharenko,Vadymivna,2007-01-27,ukrainian,894,2022-07-27,2027-01-04,3162896153,Makiivka
423,003731671,Hryhoriy,Ivanchuk,Anatoliyovych,2004-09-22,ukrainian,133,2022-08-19,2025-02-27,4056754578,Zhytomyr
424,004230658,Yurii,Polishchuk,Dmytrovych,2005-08-19,ukrainian,1432,2023-06-05,2025-12-18,3382794498,Khust
425,003915844,Vitalii,Tkachenko,Mykhailovych,2004-12-22,ukrainian,1701,2022-11-24,2026-02-06,4686743808,Mykolaiv
426,004779412,Serhii,Klymenko,Olehovych,2001-01-15,ukrainian,1432,2021-04-25,2026-03-08,3404035542,Brovary
427,006582637,Ostap,Mazur,Vadymovych,2006-02-09,ukrainian,143,2022-01-29,2027-02-01,3449441811,Uman
428,006742017,Halyna,Moroz,Olehivna,1998-08-11,ukrainian,1160,2022-10-19,2025-08-25,3413838817,Zhytomyr
429,005350778,Volodymyr,Tkachuk,Artemovych,2007-09-02,ukrainian,847,2023-09-09,2027-09-16,3501329220,Ivano-Frankivsk
430,006389871,Olha,Vlasenko,Bohdanivna,2003-11-24,ukrainian,76,2021-08-05,2027-08-17,4278088139,Sevastopol
431,005225427,Oksana,Lysenko,Olehivna,2004-02-06,ukrainian,1506,2023-04-05,2025-02-04,4993413918,Ternopil
432,003491499,Valentyna,Sydorenko,Artemivna,2002-08-31,ukrainian,113,2021-12-16,2027-11-17,3685783228,Bila Tserkva
433,006098421,Iryna,Kovalenko,Ivanivna,2002-09-03,ukrainian,87,2021-05-21,2027-01-03,3013657190,Kremenchuk
434,004073240,Khrystyna,Bondarenko,Ostapivna,2000-07-16,ukrainian,254,2021-12-28,2026-03-25,4242227736,Kyiv
435,004209627,Solomiia,Tkachuk,Mykolaivna,2004-07-08,ukrainian,449,2021-02-28,2027-06-23,3989343932,Berdiansk
436,003263428,Yaroslav,Yermak,Bohdanovych,2006-01-29,ukrainian,1507,2023-02-16,2025-05-26,4932612231,Kolomyia
437,004937973,Nina,Marchenko,Artemivna,2005-01-01,ukrainian,815,2021-03-03,2026-02-17,4007917835,Ivano-Frankivsk
438,005575134,Anna,Andriychuk,Bohdanivna,2000-11-04,ukrainian,731,2021-10-24,2025-04-29,4578296717,Ternopil
439,005220834,Ludmyla,Boiko,Yaroslavivna,2000-08-02,ukrainian,401,2022-03-11,2027-01-22,3461822485,Kropyvnytskyi
440,003215917,Svitlana,Tkachuk,Yaroslavivna,2003-08-10,ukrainian,212,2022-12-17,2027-09-01,3357658881,Chernivtsi
441,003651076,Svitlana,Tkachuk,Oksanivna,2002-03-10,ukrainian,620,2023-09-27,2027-07-22,3602151905,Khust
442,005272722,Oleksandr,Sydorenko,Viktorovych,2002-02-08,ukrainian,104,2023-11-28,2026-07-11,4183538214,Lisichansk
443,003953403,Solomiia,Kucherenko,Bohdanivna,2004-10-09,ukrainian,694,2023-11-11,2025-04-09,4116899486,Rivne
444,004484420,Dmytro,Yermolenko,Ostapovych,2004-07-12,ukrainian,1737,2023-04-28,2026-07-21,3794049524,Bila Tserkva
445,005352707,Anna,Marchenko,Pavlivna,2004-08-29,ukrainian,958,2021-04-13,2025-03-09,3979277673,Melitopol
446,004321138,Iryna,Kozak,Artemivna,2002-06-03,ukrainian,21,2023-04-27,2025-10-26,3198853795,Cherkasy
447,006428881,Khrystyna,Melnichenko,Yaroslavivna,2006-04-09,ukrainian,1283,2023-06-13,2026-08-13,3034287304,Khmelnytskyi
448,005869637,Zinovii,Marchenko,Bohdanovych,2001-05-06,ukrainian,1,2023-12-18,2027-02-15,4331646218,Rivne
449,004012474,Yelyzaveta,Sydorenko,Pavlivna,1999-07-28,ukrainian,1073,2023-08-25,2026-06-19,4322519826,Lutsk
450,004248785,Yaroslav,Kravchenko,Mykolaiovych,2002-03-30,ukrainian,215,2021-08-27,2025-10-14,3022369361,Rivne
451,006393400,Olha,Kovalenko,Ivanivna,2006-05-13,ukrainian,142,2022-05-20,2026-01-30,4583912167,Nizhyn
452,006564214,Fedir,Yermolenko,Serhiyovych,2007-04-09,ukrainian,151,2023-02-25,2027-04-22,3913609554,Zaporizhzhia
453,005919307,Yulia,Tkachenko,Oleksandrivna,2007-06-06,ukrainian,768,2022-07-31,2027-08-08,4149691665,Ternopil
454,005685174,Yevhen,Sydorenko,Serhiyovych,2004-02-06,ukrainian,1315,2021-10-13,2027-08-22,4109127877,Kamianets-Podilskyi
455,003409369,Yaroslav,Oliinyk,Pavlovych,2004-01-05,ukrainian,1175,2023-09-02,2027-07-26,4422908901,Lisichansk
456,004979323,Liudmyla,Oliinyk,Oksanivna,1999-03-18,ukrainian,1001,2023-08-25,2026-03-05,3694304363,Mariupol
457,006746545,Olena,Oliinyk,Serhiyivna,2001-03-04,ukrainian,919,2022-05-06,2026-09-03,3754251311,Nizhyn
458,004309086,Mykola,Kovalenko,Ostapivna,2005-07-22,ukrainian,1149,2023-09-21,2025-08-17,3998482136,Cherkasy
459,006272349,Vitalii,Lysenko,Petrovych,2007-06-25,ukrainian,1482,2021-03-21,2027-09-12,4546092796,Rivne
460,003110665,Volodymyr,Romanenko,Serhiyovych,2000-02-24,ukrainian,954,2021-01-23,2025-11-25,3749210091,Odesa
461,005231501,Orest,Kucherenko,Vadymovych,2006-04-16,ukrainian,772,2023-01-17,2025-07-05,3932835680,Konotop
462,006971208,Ostap,Yermolenko,Oleksiyovych,2007-10-30,ukrainian,891,2021-07-25,2026-05-09,4924027275,Uman
463,003134351,Nina,Oliinyk,Yaroslavivna,2006-11-11,ukrainian,1080,2021-06-16,2025-04-15,4457570332,Ternopil
464,006284206,Yelyzaveta,Bozhko,Pavlivna,1998-03-27,ukrainian,1449,2021-09-11,2027-11-03,3121940793,Kuznetsovsk
465,003289543,Valentyna,Yakovenko,Oleksandrivna,1998-11-22,ukrainian,1465,2023-12-30,2025-10-04,4429073985,Vinnytsia
466,004665882,Oleh,Kucherenko,Oleksandrovych,2001-01-18,ukrainian,965,2023-01-13,2025-10-10,3403692801,Kryvyi Rih
467,003518993,Nadia,Kovalchuk,Oksanivna,1999-09-06,ukrainian,72,2022-08-03,2025-03-12,3821641575,Berdyansk
468,005514971,Liliia,Pavlenko,Ivanivna,2001-10-22,ukrainian,439,2021-12-27,2025-07-26,4350679192,Ivano-Frankove
469,006622445,Andriana,Kucherenko,Oleksandrivna,1998-12-23,ukrainian,778,2023-09-27,2026-01-30,4500361309,Kropyvnytskyi
470,006550024,Svitlana,Dmytruk,Ivanivna,2006-06-23,ukrainian,409,2022-12-22,2027-09-08,3418342801,Khmelnytskyi
471,004924017,Ostap,Rudenko,Mykolaiovych,1998-01-17,ukrainian,1555,2021-03-05,2025-01-23,3151461823,Ternopil
472,005527449,Zinovii,Bondarenko,Bohdanovych,1999-04-21,ukrainian,523,2021-08-30,2026-02-08,4683151374,Simferopol
473,004170703,Liliia,Holub,Ostapivna,2004-08-23,ukrainian,1105,2021-04-06,2027-08-26,3844013667,Berdiansk
474,004767250,Valentyna,Pavlenko,Dmytrivna,2005-09-04,ukrainian,1627,2021-02-08,2026-07-30,4018834485,Myrnohrad
475,003729600,Mykhailo,Lysenko,Oleksiyovych,2005-02-17,ukrainian,1097,2022-10-06,2026-02-15,3455939623,Sumy
476,003838097,Mariia,Babenko,Pavlivna,2004-04-12,ukrainian,278,2021-03-09,2025-07-09,4846995667,Ivano-Frankivsk
477,006549731,Andriana,Shulga,Serhiyivna,2003-08-27,ukrainian,1241,2021-04-20,2027-08-24,3010727915,Ivano-Frankove
478,005217802,Halyna,Bozhko,Oleksandrivna,2005-12-28,ukrainian,932,2021-12-17,2027-02-27,3835378162,Ternopil
479,006840201,Oksana,Yakovenko,Volodymyrivna,1998-01-04,ukrainian,1665,2021-11-23,2027-06-08,4213940322,Kharkiv
480,004552644,Liliia,Shulga,Bohdanivna,1999-02-12,ukrainian,1128,2023-08-21,2025-02-24,4394405502,Myrnohrad
481,006470972,Maksym,Ovcharenko,Andriyovych,2006-02-24,ukrainian,1260,2022-05-16,2026-03-06,4195441477,Kharkiv
482,004567607,Larysa,Yakovenko,Yaroslavivna,2000-06-12,ukrainian,1398,2022-11-22,2027-11-17,3322621717,Alchevsk
483,006702825,Larysa,Bozhko,Serhiyivna,2007-03-26,ukrainian,1945,2022-02-12,2026-02-12,4789338361,Khmelnytskyi
484,004884622,Nina,Pavlenko,Ostapivna,1999-12-18,ukrainian,122,2021-05-21,2025-05-02,3428255314,Uman
485,004704664,Liliia,Andriychuk,Olehivna,2007-07-14,ukrainian,1414,2021-11-25,2026-02-02,4363114152,Sumy
486,004418860,Olena,Rudenko,Pavlivna,1998-01-13,ukrainian,1610,2022-03-18,2027-02-01,3024622416,Evpatoria
487,006281065,Vira,Moroz,Serhiyivna,1998-10-17,ukrainian,670,2023-05-06,2027-07-26,3704987766,Kropyvnytskyi
488,003104114,Oleh,Yermak,Vadymovych,2006-06-27,ukrainian,303,2022-02-21,2025-07-12,3935231295,Mariupol
489,003210925,Olha,Sydorenko,Volodymyrivna,2005-01-31,ukrainian,593,2021-01-29,2027-04-08,3478617324,Zaporizhzhia
490,006657775,Yarina,Andriychuk,Ostapivna,2000-11-06,ukrainian,1315,2022-03-02,2026-02-01,3484700510,Evpatoria
491,004512963,Maksym,Ivanchuk,Anatoliyovych,2002-11-11,ukrainian,1719,2022-01-07,2026-01-27,3217748259,Rivne
492,005422546,Fedir,Kucherenko,Tarasovych,2000-07-22,ukrainian,769,2022-03-16,2027-02-28,4327502919,Cherkasy
493,006801117,Tania,Kovalenko,Oksanivna,2000-08-28,ukrainian,1506,2021-06-06,2027-03-18,3029036665,Makiivka
494,003378408,Yevhen,Shevchenko,Viktorovych,2005-07-30,ukrainian,543,2022-01-16,2025-01-07,3047605667,Ivano-Frankivsk
495,003081503,Kateryna,Dmytruk,Mykolaivna,2000-02-14,ukrainian,73,2022-07-29,2027-01-26,3798818781,Khust
496,004227036,Viktor,Pavlenko,Yuriyovych,2005-05-22,ukrainian,1064,2021-06-25,2027-04-12,4350045430,Mykolaiv
497,003175389,Nadia,Yermak,Olehivna,1998-08-19,ukrainian,395,2023-05-04,2025-05-09,4388817428,Ternopil
498,004695650,Mariia,Klymenko,Olehivna,2001-12-20,ukrainian,1367,2022-10-20,2026-01-13,3817636271,Khmelnytskyi
499,003639947,Svitlana,Melnichenko,Olehivna,2004-07-07,ukrainian,990,2022-03-17,2025-02-17,4250511829,Rivne
500,004167602,Ruslan,Bondarenko,Vitaliyovych,2001-06-28,spanish,926,2022-08-28,2027-02-22,3680341181,Vinnytsia
501,004639319,Nina,Kucherenko,Ostapivna,2007-09-07,ukrainian,605,2022-09-21,2025-06-05,3643761320,Chernihiv
502,005115124,Serhii,Moroz,Petrovych,2007-09-27,ukrainian,1796,2022-05-22,2025-05-07,4934680627,Vinnytsia
503,005637333,Olena,Oliinyk,Serhiyivna,2003-09-01,ukrainian,182,2022-11-14,2026-08-19,4561987435,Bila Tserkva
504,004454008,Maksym,Ivanchuk,Tarasovych,2000-04-25,ukrainian,567,2022-08-12,2025-05-16,3480152107,Poltava
505,004524988,Anastasiia,Vlasenko,Olehivna,2000-10-29,ukrainian,1919,2021-04-02,2025-09-24,4670871892,Kamianets-Podilskyi
506,005954210,Nadia,Yakovenko,Pavlivna,2001-03-16,ukrainian,1654,2023-05-24,2027-05-30,3256142698,Brovary
507,006617880,Vira,Bozhko,Bohdanivna,2002-08-24,ukrainian,195,2021-08-23,2026-07-31,4010993272,Bila Tserkva
508,005653499,Kateryna,Yermolenko,Ostapivna,2001-04-07,ukrainian,425,2023-10-14,2026-04-03,4806193526,Luhansk
509,003310148,Nina,Kozak,Volodymyrivna,2006-10-16,ukrainian,1068,2022-07-04,2025-02-16,3329277267,Sumy
510,003525553,Liudmyla,Klymenko,Volodymyrivna,2000-05-31,ukrainian,849,2023-02-19,2026-09-01,4974871930,Lisichansk
511,005182335,Olha,Rudenko,Dmytrivna,2007-08-15,ukrainian,575,2023-12-15,2027-06-09,3208431033,Lisichansk
512,005917044,Anna,Lysenko,Ivanivna,2003-07-13,ukrainian,1911,2021-01-31,2026-07-06,4718748627,Khmelnytskyi
513,003869841,Andrii,Kucher,Volodymyrovych,2004-11-30,ukrainian,854,2021-10-23,2027-06-03,4159046488,Kyiv
514,005944183,Taras,Tkachenko,Tarasovych,2003-10-13,ukrainian,624,2023-09-21,2026-04-29,4656603937,Kryvyi Rih
515,003417666,Zoriana,Mazur,Denysivna,2007-05-17,ukrainian,14,2022-03-20,2025-01-27,4446545842,Cherkasy
516,004592001,Taras,Babenko,Pavlovych,2007-06-06,ukrainian,385,2021-03-07,2027-03-28,3237294894,Kyiv
517,006129412,Kateryna,Lysenko,Denysivna,2005-03-03,ukrainian,1921,2021-06-17,2025-10-09,3721487898,Kryvyi Rih
518,005570048,Yulia,Rudenko,Ivanivna,2006-09-02,ukrainian,1944,2022-03-02,2026-03-30,3213172930,Ternopil
519,006033054,Bohdan,Bondarenko,Olehovych,2006-01-29,ukrainian,800,2023-02-15,2026-02-07,4214078247,Mariupol
520,005749382,Anna,Polishchuk,Artemivna,2000-10-18,ukrainian,1694,2021-09-10,2025-08-27,3283732600,Berdiansk
521,003319100,Anastasiia,Tkachuk,Yaroslavivna,2002-01-07,ukrainian,505,2023-11-13,2027-09-04,4412346772,Chernihiv
522,005815562,Yelyzaveta,Kozak,Ivanivna,2003-09-05,ukrainian,1091,2021-12-08,2027-02-18,4365096369,Chernivtsi
523,005034862,Nadia,Boiko,Oleksandrivna,2005-12-29,ukrainian,118,2023-10-05,2026-06-22,4452315957,Kuznetsovsk
524,005929885,Liliia,Shulga,Serhiyivna,2001-11-13,ukrainian,406,2021-12-01,2026-10-13,3204198684,Dnipro
525,004859290,Svitlana,Holub,Yaroslavivna,2004-01-07,ukrainian,670,2021-04-28,2026-04-25,3559310556,Kramatorsk
526,006428066,Mariia,Rudenko,Dmytrivna,2004-05-30,ukrainian,583,2021-12-02,2027-03-08,4898766080,Makiivka
527,004347011,Yulia,Shulga,Vadymivna,1998-03-19,ukrainian,1158,2021-02-20,2025-02-20,4541490311,Kyiv
528,003313638,Yaroslav,Tkachenko,Oleksiyovych,2005-04-01,ukrainian,1208,2021-01-30,2027-01-14,4121976016,Simferopol
529,004977532,Dmytro,Pavlenko,Ostapovych,2006-02-02,ukrainian,394,2021-10-03,2026-12-28,4953890225,Myrnohrad
530,006392594,Serhii,Babenko,Anatoliyovych,2004-10-11,ukrainian,767,2022-08-31,2026-05-19,4957237760,Chernihiv
531,005081083,Oleh,Yakovenko,Yuriyovych,2002-01-20,ukrainian,1811,2022-06-03,2025-12-09,3970722998,Kramatorsk
532,004365804,Oleh,Holub,Bohdanovych,2003-11-01,ukrainian,15,2022-10-15,2026-04-24,4229026745,Zaporizhzhia
533,006187373,Viktor,Andriychuk,Serhiyovych,1999-10-06,ukrainian,848,2021-04-19,2026-11-05,4356454452,Kovel
534,006312580,Hryhoriy,Shevchenko,Volodymyrovych,1999-06-18,ukrainian,189,2021-12-01,2025-09-25,3889969631,Kamenskoe
535,005285399,Halyna,Klymenko,Denysivna,2001-03-25,ukrainian,1142,2023-11-26,2026-01-03,4598011001,Lviv
536,005138533,Ludmyla,Marchenko,Artemivna,2005-08-11,ukrainian,1889,2022-09-14,2027-11-21,4859943319,Dnipro
537,004795243,Oleh,Sydorenko,Volodymyrovych,2007-03-18,ukrainian,1146,2021-10-27,2026-03-08,3756391282,Kamianets-Podilskyi
538,003561539,Dmytro,Bondarenko,Anatoliyovych,1998-08-02,ukrainian,888,2021-10-13,2026-10-08,3649600430,Lisichansk
539,004229771,Mykhailo,Polishchuk,Olehovych,2007-04-09,ukrainian,787,2022-07-09,2025-03-24,3389820544,Yalta
540,006080459,Mykola,Marchenko,Volodymyrivna,2002-05-14,ukrainian,956,2022-12-06,2025-03-28,3860619095,Cherkasy
541,006437634,Mykola,Yermak,Artemivna,2002-08-07,ukrainian,138,2021-11-15,2026-08-27,3609368748,Zaporizhzhia
542,003380410,Mariia,Ivanchuk,Ostapivna,2003-10-09,ukrainian,213,2022-06-21,2025-11-12,4724066610,Sevastopol
543,004248495,Yulia,Sydorenko,Ostapivna,2001-01-29,ukrainian,572,2022-05-05,2025-12-19,4666133473,Makiivka
544,005304297,Hryhoriy,Andriychuk,Yaroslavovych,2007-07-10,ukrainian,1148,2021-06-05,2026-11-25,4192515392,Sumy
545,003075196,Halyna,Klymenko,Serhiyivna,2005-12-25,ukrainian,649,2022-03-10,2027-08-13,3221454236,Donetsk
546,004986318,Mariia,Moroz,Yaroslavivna,1998-10-20,ukrainian,1690,2021-08-05,2025-05-29,3724667102,Kharkiv
547,004808882,Bohdan,Shevchenko,Pavlovych,2006-10-14,ukrainian,1307,2023-01-01,2025-01-05,3647166499,Melitopol
548,004266663,Larysa,Boiko,Ivanivna,2002-07-15,ukrainian,1867,2021-11-06,2027-03-25,4538910951,Kamianets-Podilskyi
549,006697182,Bohdan,Yermolenko,Viktorovych,2006-02-10,ukrainian,284,2021-09-12,2027-06-29,3600433196,Vinnytsia
550,006340042,Kateryna,Dmytruk,Olehivna,2002-07-07,ukrainian,1962,2023-08-02,2026-01-10,4240109040,Cherkasy
551,006819365,Liliia,Kravchenko,Vadymivna,1999-09-29,ukrainian,1772,2022-02-04,2027-02-27,3290158808,Luhansk
552,004102402,Vira,Polishchuk,Oksanivna,2007-10-29,ukrainian,266,2022-09-28,2026-08-01,3896882024,Kamianets-Podilskyi
553,006736520,Oleh,Sydorenko,Petrovych,1998-08-06,ukrainian,228,2023-12-17,2026-10-06,4869819275,Kovel
554,004362471,Oksana,Oliinyk,Olehivna,2003-09-19,ukrainian,412,2022-09-12,2026-05-05,3886883814,Alchevsk
555,005656398,Petro,Melnichenko,Anatoliyovych,2006-04-21,ukrainian,1453,2021-03-18,2025-10-18,3415621132,Kolomyia
556,004884858,Yarina,Yermak,Oleksandrivna,2004-10-14,ukrainian,234,2023-01-11,2026-12-24,4981635803,Ternopil
557,003745097,Olha,Yakovenko,Serhiyivna,2003-12-30,ukrainian,1571,2021-02-13,2026-02-07,4218745107,Kropyvnytskyi
558,003731818,Viktor,Kovalchuk,Anatoliyovych,2003-06-04,ukrainian,660,2022-05-19,2027-01-17,4647364224,Myrnohrad
559,003567521,Fedir,Kucherenko,Olehovych,2001-08-06,ukrainian,971,2021-01-06,2025-03-12,3550470337,Berdiansk
560,005161782,Andriana,Oliinyk,Artemivna,2000-02-14,ukrainian,138,2022-10-28,2025-03-12,3581113128,Konotop
561,003732138,Oksana,Bondarenko,Bohdanivna,2002-12-09,ukrainian,444,2022-03-22,2027-06-13,3283617715,Chernihiv
562,003216770,Kyrylo,Shulga,Vitaliyovych,2003-07-27,ukrainian,1099,2021-04-20,2026-12-21,4144888252,Kyiv
563,006282065,Ihor,Kucher,Vadymovych,2001-10-23,ukrainian,356,2023-09-07,2025-03-02,3063027950,Uzhhorod
564,004028426,Volodymyr,Kucher,Olehovych,1999-11-06,ukrainian,714,2021-02-07,2025-12-11,4647640217,Kryvyi Rih
565,004221367,Khrystyna,Kravchenko,Mykolaivna,2003-09-28,ukrainian,1695,2023-04-02,2026-05-11,3996999977,Alchevsk
566,006927918,Hryhoriy,Dmytruk,Dmytrovych,2003-03-27,ukrainian,1167,2021-01-12,2026-04-20,3175692238,Berdyansk
567,003935190,Petro,Kucherenko,Artemovych,2007-01-21,ukrainian,1179,2023-07-08,2025-02-24,4649179383,Lutsk
568,005874620,Andriana,Kozak,Dmytrivna,2003-10-03,ukrainian,782,2023-09-02,2026-11-22,3611029909,Khmelnytskyi
569,005745662,Anna,Dmytruk,Dmytrivna,2001-07-06,ukrainian,1862,2021-01-21,2027-07-31,3325568745,Vinnytsia
570,003117519,Yurii,Romanenko,Serhiyovych,1998-03-01,ukrainian,1507,2021-04-13,2025-12-24,4218869885,Kramatorsk
571,005544416,Fedir,Yermolenko,Mykolaiovych,2003-07-17,ukrainian,137,2021-11-25,2026-08-05,4417495060,Khmelnytskyi
572,004904708,Solomiia,Yermolenko,Mykolaivna,1998-07-11,ukrainian,920,2022-04-10,2025-07-21,3747606233,Sumy
573,004098460,Inna,Tkachenko,Serhiyivna,2000-09-01,ukrainian,672,2022-07-16,2026-08-04,4776053717,Khmelnytskyi
574,003490332,Oksana,Kravchenko,Vadymivna,2006-08-17,ukrainian,729,2022-04-23,2027-04-25,3640468710,Kolomyia
575,006114557,Natalia,Dmytruk,Olehivna,2001-09-09,ukrainian,1795,2021-12-18,2026-11-21,3491890903,Cherkasy
576,004367887,Mariia,Bozhko,Ostapivna,1998-12-26,ukrainian,1396,2021-12-19,2025-12-18,3100468110,Kremenchuk
577,004485372,Liliia,Andriychuk,Ostapivna,2000-06-29,ukrainian,160,2023-10-02,2026-06-16,4046531553,Mykolaiv
578,006662185,Roman,Yermolenko,Mykolaiovych,2003-02-19,ukrainian,583,2023-03-31,2026-09-12,3177278602,Kovel
579,004127076,Roman,Sydorenko,Artemovych,2002-01-27,ukrainian,575,2021-06-29,2026-05-24,4940245784,Lisichansk
580,005123854,Mykola,Rudenko,Volodymyrivna,2006-04-04,ukrainian,744,2023-09-19,2025-08-11,3322293963,Berdiansk
581,004416332,Mykhailo,Melnichenko,Oleksandrovych,1998-01-08,ukrainian,951,2022-05-07,2025-08-10,4141398893,Luhansk
582,005927955,Oleksandr,Yakovenko,Ostapovych,1999-10-18,ukrainian,1803,2022-11-06,2027-01-27,3038388548,Kovel
583,003267270,Ostap,Bozhko,Artemovych,2006-05-08,ukrainian,519,2022-10-14,2025-01-23,3177736323,Khmelnytskyi
584,005716187,Anastasiia,Polishchuk,Ostapivna,2000-07-30,ukrainian,519,2022-05-04,2027-05-30,3405068761,Lviv
585,003177907,Mariia,Moroz,Artemivna,1998-06-12,ukrainian,1198,2022-06-07,2026-10-17,3463488098,Mykolaiv
586,006039483,Ruslan,Kucherenko,Volodymyrovych,2006-10-14,ukrainian,581,2023-08-01,2026-08-02,3547952905,Donetsk
587,003949391,Zinovii,Holub,Mykolaiovych,2003-09-14,ukrainian,551,2023-07-16,2025-12-22,4820359654,Kovel
588,003033450,Ruslan,Yermolenko,Yuriyovych,2003-05-13,ukrainian,405,2022-02-02,2025-09-09,4188384748,Khust
589,003922587,Natalia,Klymenko,Serhiyivna,2007-06-12,ukrainian,798,2021-08-13,2027-05-10,4295154189,Simferopol
590,005704973,Nadia,Kovalchuk,Mykolaivna,2000-02-29,ukrainian,1931,2021-04-11,2027-08-28,4375070973,Mariupol
591,006326382,Tania,Kozak,Pavlivna,1999-12-07,ukrainian,559,2022-04-30,2025-07-31,4938027408,Melitopol
592,005179733,Fedir,Melnichenko,Mykolaiovych,2000-07-31,ukrainian,824,2021-07-10,2026-07-16,3826389235,Simferopol
593,006402055,Nina,Rudenko,Vadymivna,1999-10-14,ukrainian,1521,2022-10-11,2026-04-28,4300655701,Kuznetsovsk
594,005766832,Yelyzaveta,Ivanchuk,Ivanivna,1999-11-22,ukrainian,1893,2023-10-24,2026-09-06,4002699563,Evpatoria
595,006401578,Olena,Klymenko,Mykolaivna,2004-10-07,ukrainian,1203,2021-01-06,2026-10-22,3553349039,Yalta
596,003807931,Andrii,Ovcharenko,Bohdanovych,2004-11-15,ukrainian,319,2021-10-19,2026-03-02,3206859543,Yalta
597,003239545,Mykhailo,Sydorenko,Yaroslavovych,1998-10-31,ukrainian,566,2023-01-14,2025-02-11,3427871118,Kropyvnytskyi
598,006544489,Nina,Lysenko,Yaroslavivna,1998-02-25,ukrainian,9,2023-01-17,2025-04-21,4145264267,Kuznetsovsk
599,005878917,Kyrylo,Holub,Anatoliyovych,2002-09-20,ukrainian,355,2021-06-24,2026-03-26,4930293789,Vinnytsia
600,005818727,Oleksandr,Kovalchuk,Olehovych,1999-09-19,french,1458,2022-08-26,2026-12-29,4624159072,Sumy
601,003794568,Solomiia,Ovcharenko,Artemivna,2006-06-07,ukrainian,571,2023-06-14,2027-08-26,3657182081,Lisichansk
602,006803652,Khrystyna,Kozak,Oksanivna,2004-09-03,ukrainian,103,2023-12-30,2026-05-11,3307403895,Cherkasy
603,006036673,Anastasiia,Babenko,Serhiyivna,1999-04-25,ukrainian,1981,2023-06-10,2026-07-13,4155684587,Stryi
604,003964357,Hryhoriy,Yermolenko,Tarasovych,2006-02-03,ukrainian,99,2023-09-25,2026-02-10,4472184148,Kryvyi Rih
605,006130868,Anna,Melnichenko,Bohdanivna,1999-04-10,ukrainian,1523,2021-11-04,2025-08-27,3200052643,Uzhhorod
606,006955193,Yevhen,Tkachenko,Pavlovych,2003-01-06,ukrainian,194,2021-01-14,2025-02-24,4443726255,Dnipro
607,003689637,Oleksandr,Andriychuk,Ivanovych,2001-10-06,ukrainian,1703,2021-05-11,2027-03-13,4402333774,Kramatorsk
608,005785894,Iryna,Yermak,Yaroslavivna,2002-08-14,ukrainian,776,2022-08-27,2025-04-21,3819963582,Donetsk
609,003274356,Vitalii,Dmytruk,Ostapovych,1999-05-24,ukrainian,178,2023-08-27,2026-12-15,3387121558,Kolomyia
610,005113200,Vitalii,Andriychuk,Viktorovych,2007-02-27,ukrainian,139,2022-11-03,2027-04-21,3732717275,Bila Tserkva
611,003206956,Oleksandr,Yakovenko,Bohdanovych,2000-06-04,ukrainian,1305,2023-08-26,2027-11-08,3709867800,Poltava
612,005050337,Oleh,Shevchuk,Serhiyovych,2000-03-09,ukrainian,389,2021-08-02,2026-08-15,4290422450,Odesa
613,006381965,Anastasiia,Kucher,Vadymivna,2003-10-10,ukrainian,1290,2022-12-10,2026-03-05,4263685497,Khust
614,003346825,Ivan,Yermolenko,Ostapovych,2003-04-23,ukrainian,1769,2021-06-12,2027-08-24,3290717769,Luhansk
615,003774872,Serhii,Kovalenko,Vadymovych,1998-04-17,ukrainian,718,2021-09-20,2026-01-31,3502072324,Lutsk
616,006533281,Orest,Mazur,Yaroslavovych,2002-05-24,ukrainian,1599,2023-04-04,2026-05-08,3254871571,Kharkiv
617,006180666,Ihor,Tkachenko,Serhiyovych,2004-07-02,ukrainian,1985,2023-08-06,2027-04-05,3671139385,Kamianets-Podilskyi
618,004777437,Andrii,Sydorenko,Petrovych,2006-11-13,ukrainian,286,2022-08-08,2026-11-09,3369482599,Sevastopol
619,003416315,Yurii,Shevchuk,Andriyovych,2003-05-24,ukrainian,369,2022-03-23,2026-02-25,3533460337,Melitopol
620,005979186,Mariia,Boiko,Bohdanivna,2004-04-19,ukrainian,528,2021-01-07,2025-03-31,3332284024,Khmelnytskyi
621,004082532,Volodymyr,Andriychuk,Tarasovych,2007-09-03,ukrainian,222,2022-02-19,2026-11-23,4158215708,Kharkiv
